GeneID	pearson_corr
Sobic.001G035500	0.920915906265168
Sobic.007G222900	0.920669318578517
Sobic.010G021100	0.920585598339217
Sobic.001G472500	0.920319970725355
Sobic.010G043800	0.920311724564578
Sobic.003G014500	0.920251722781961
Sobic.001G349700	0.920171632609001
Sobic.004G343300	0.920144270479479
Sobic.005G034700	0.919774633205467
Sobic.004G276400	0.91957343850757
Sobic.009G027300	0.919522368368377
Sobic.004G237100	0.919323992723398
Sobic.001G313700	0.919283484793439
Sobic.008G116600	0.919085857931348
Sobic.002G248400	0.91887524391881
Sobic.002G308700	0.918859935753837
Sobic.003G073000	0.91877916941204
Sobic.004G213800	0.918315553248092
Sobic.004G048800	0.918264480046204
Sobic.010G095700	0.918171718814562
Sobic.001G111600	0.918039564239137
Sobic.002G051700	0.917949736729548
Sobic.004G202300	0.917923239818539
Sobic.010G138500	0.917757402814862
Sobic.008G129700	0.917545945514062
Sobic.003G284000	0.917503495201994
Sobic.004G030700	0.917376357972685
Sobic.008G127400	0.917200895325071
Sobic.001G542400	0.917085305394202
Sobic.006G088100	0.916970314574807
Sobic.007G183900	0.916963413978437
Sobic.003G272700	0.916426184969504
Sobic.001G220300	0.916400031010158
Sobic.001G111850	0.916346360770386
Sobic.010G204400	0.916288009934558
Sobic.007G111100	0.916223606568961
Sobic.002G186000	0.916081644430238
Sobic.004G040500	0.91603530783762
Sobic.004G311100	0.915761528307375
Sobic.006G167600	0.91553359298563
Sobic.009G166100	0.915414040773454
Sobic.003G233700	0.915096555530163
Sobic.004G233200	0.914950799001075
Sobic.005G211301	0.914931811916123
Sobic.003G422500	0.914871232697099
Sobic.007G130600	0.914861221873735
Sobic.001G082000	0.914641455486842
Sobic.004G279100	0.914618794308201
Sobic.006G052500	0.914325411927858
Sobic.001G298900	0.914300490180379
Sobic.001G195700	0.914261099005509
Sobic.005G207500	0.91416431880802
Sobic.006G126900	0.914160051340729
Sobic.001G370900	0.914065359260464
Sobic.003G345400	0.914057432978762
Sobic.009G028300	0.914044408961353
Sobic.010G169600	0.913938557290889
Sobic.004G158300	0.913809821994096
Sobic.001G277900	0.913784640333935
Sobic.003G313400	0.913743551290548
Sobic.006G038000	0.913731410117936
Sobic.003G011800	0.913718448392451
Sobic.001G016900	0.913601512708738
Sobic.004G156500	0.913567747973337
Sobic.007G177300	0.913503332274974
Sobic.001G323000	0.913419606928077
Sobic.004G027800	0.913286582680642
Sobic.001G107900	0.913189920896277
Sobic.004G257400	0.91312699706087
Sobic.006G032400	0.913026935363959
Sobic.004G178000	0.912880897339998
Sobic.004G057400	0.912744077785442
Sobic.010G065300	0.912611645672081
Sobic.007G016900	0.912414697645605
Sobic.010G082700	0.912404514278037
Sobic.001G028400	0.912240493524522
Sobic.006G065800	0.912217833885915
Sobic.003G297900	0.912181940161633
Sobic.010G218000	0.912016037427158
Sobic.008G169800	0.911789224587883
Sobic.002G262700	0.911522875742588
Sobic.009G185700	0.911239502596301
Sobic.004G231900	0.911230387019462
Sobic.010G092300	0.911003396805474
Sobic.005G079800	0.911002099031719
Sobic.004G030100	0.910876817814046
Sobic.009G214300	0.910857992374668
Sobic.004G004200	0.910836877106934
Sobic.007G000100	0.910784982096938
Sobic.009G256400	0.910779936764306
Sobic.008G088300	0.910189806502726
Sobic.004G174200	0.910142753116276
Sobic.007G130800	0.909978738563509
Sobic.004G264300	0.909937022492061
Sobic.008G048300	0.90993057289544
Sobic.002G301000	0.909915852300912
Sobic.003G062300	0.909910239179251
Sobic.003G387800	0.909865592506038
Sobic.005G023900	0.909417772582077
Sobic.004G302600	0.909340843167424
Sobic.009G088000	0.909330072770714
Sobic.006G247100	0.909250855272984
Sobic.003G144300	0.908936346875292
Sobic.002G193100	0.908917971332085
Sobic.009G207000	0.908833028591106
Sobic.004G293100	0.908815859509048
Sobic.006G223300	0.908791644326108
Sobic.006G105400	0.908669487985643
Sobic.008G039600	0.90855152690095
Sobic.003G043300	0.908502991637571
Sobic.003G206700	0.908383151406095
Sobic.004G031700	0.908313513496612
Sobic.003G311500	0.908266501268472
Sobic.002G189700	0.908206823653062
Sobic.004G077600	0.908199012803105
Sobic.005G110541	0.908139424711192
Sobic.009G205200	0.908027667533308
Sobic.002G313400	0.908000667898095
Sobic.002G215600	0.907833698975327
Sobic.004G353000	0.907778024435474
Sobic.006G036100	0.907661940618016
Sobic.009G193400	0.907604594603682
Sobic.004G051300	0.907476829854951
Sobic.002G283300	0.907462456331577
Sobic.001G446300	0.907448205202692
Sobic.003G050600	0.90738397609504
Sobic.002G338100	0.907095843790262
Sobic.001G408700	0.906944864380201
Sobic.003G214600	0.90681844520237
Sobic.010G098800	0.906683525185386
Sobic.010G065400	0.90666190334594
Sobic.002G043600	0.906495539477165
Sobic.002G276700	0.906487936268775
Sobic.001G098000	0.906213010065644
Sobic.004G134200	0.906139054101622
Sobic.008G167200	0.90613166504262
Sobic.001G032200	0.906068328049806
Sobic.009G001500	0.905956155043619
Sobic.007G098500	0.905926370413152
Sobic.001G096000	0.905803356283129
Sobic.001G475000	0.905764502375171
Sobic.002G034600	0.905724898525803
Sobic.001G405300	0.905661411900025
Sobic.002G148400	0.905632573975207
Sobic.003G416600	0.90538673379535
Sobic.001G204100	0.905319736714534
Sobic.006G131000	0.905290220221265
Sobic.009G138800	0.905208822535234
Sobic.002G340100	0.905143116909891
Sobic.003G170700	0.905108702018823
Sobic.002G045600	0.905105766935937
Sobic.010G260500	0.905063508604643
Sobic.004G326400	0.90495422433417
Sobic.010G213500	0.904838696835562
Sobic.002G072400	0.904807219245003
Sobic.006G258500	0.904671738022425
Sobic.003G148000	0.904656691189924
Sobic.001G135100	0.904612031916901
Sobic.004G350100	0.904568220204572
Sobic.003G397800	0.904548227495322
Sobic.008G104400	0.904546804003898
Sobic.010G132600	0.904391772720874
Sobic.004G186800	0.904239501768555
Sobic.001G391400	0.904218548554768
Sobic.003G141000	0.904177187279522
Sobic.010G121500	0.904164001709958
Sobic.003G138900	0.904072655166805
Sobic.006G210200	0.904036741607899
Sobic.009G001100	0.90393531939158
Sobic.007G168600	0.903903184356578
Sobic.006G035300	0.903877391683629
Sobic.008G150300	0.903804721551693
Sobic.002G200100	0.903713812176815
Sobic.002G352200	0.903589254843046
Sobic.003G072300	0.903283274866025
Sobic.005G004400	0.903184816713179
Sobic.001G174900	0.902981208336239
Sobic.001G399700	0.902930069594959
Sobic.002G110700	0.902913254472296
Sobic.002G371700	0.902913241248535
Sobic.005G132400	0.902860855407923
Sobic.004G093500	0.902784080356303
Sobic.010G238800	0.902739699701787
Sobic.010G106200	0.902674926176066
Sobic.008G001200	0.902564868270099
Sobic.010G243200	0.902563123129399
Sobic.008G132600	0.902508175522461
Sobic.008G088842	0.902453225980665
Sobic.001G373900	0.902382550527382
Sobic.010G206900	0.902226799123256
Sobic.002G157300	0.902148315279892
Sobic.008G078400	0.902026550753549
Sobic.002G310200	0.901971300596618
Sobic.003G405700	0.901909306108069
Sobic.004G153200	0.901853953172965
Sobic.004G226800	0.901691730560552
Sobic.004G054100	0.901535901807715
Sobic.001G207000	0.901373001529182
Sobic.004G039100	0.901331799106987
Sobic.007G106800	0.901222515154521
Sobic.004G218600	0.901093767845721
Sobic.010G223100	0.900895045233359
Sobic.006G139100	0.900838664084446
Sobic.002G299700	0.900833343386392
Sobic.002G111000	0.900579347435898
Sobic.001G116200	0.900524405747824
Sobic.009G046900	0.900457771880469
Sobic.003G294600	0.900406312596505
Sobic.009G231700	0.900363635384465
Sobic.004G075200	0.900347255118907
Sobic.001G143500	0.900341855857782
Sobic.004G034900	0.900082511648005
Sobic.001G078100	0.900039729151733
Sobic.003G180900	0.900028311363493
Sobic.002G351600	0.900025242028472
Sobic.005G110409	0.899783656542904
Sobic.001G378100	0.899719641303704
Sobic.001G216600	0.899577207336725
Sobic.006G266600	0.899539101123335
Sobic.004G192900	0.899523320313312
Sobic.004G003401	0.899500669093547
Sobic.007G126600	0.89940630397781
Sobic.002G290300	0.899293306617774
Sobic.003G246400	0.899080560203928
Sobic.003G223200	0.899006828391237
Sobic.008G032200	0.899001174931054
Sobic.009G191000	0.898836736610644
Sobic.002G299000	0.898765926445908
Sobic.010G262300	0.898756308034482
Sobic.007G172200	0.898658007725903
Sobic.009G195200	0.898568709742718
Sobic.003G295700	0.89843457116928
Sobic.007G005500	0.898397684590491
Sobic.009G039800	0.898392769293784
Sobic.003G372700	0.898378516524777
Sobic.008G011100	0.898339810996443
Sobic.007G172300	0.898332683563568
Sobic.003G220200	0.898279356724192
Sobic.008G047800	0.898214851860004
Sobic.002G246600	0.89820297845966
Sobic.002G093900	0.898056022522765
Sobic.009G228700	0.898029201542197
Sobic.004G269200	0.897978302029315
Sobic.007G200600	0.897907954514785
Sobic.004G296800	0.897900713885724
Sobic.004G010700	0.897850704125403
Sobic.005G025700	0.897849202298716
Sobic.002G147600	0.897700368988892
Sobic.010G004100	0.897552092377998
Sobic.002G408300	0.897321520791308
Sobic.004G034500	0.897303703221323
Sobic.003G313500	0.897290682312905
Sobic.001G498400	0.897281657332527
Sobic.010G269100	0.896742805743812
Sobic.010G029900	0.896548023830101
Sobic.007G039300	0.8965323869241
Sobic.003G187500	0.896525871258486
Sobic.001G004100	0.896425643435389
Sobic.004G237400	0.896291244783111
Sobic.007G167500	0.896264056374323
Sobic.003G023500	0.896195078474678
Sobic.009G031200	0.896075125765023
Sobic.003G189800	0.896036504363819
Sobic.004G344800	0.895996756548922
Sobic.007G195600	0.895989094407158
Sobic.009G033200	0.895818812972336
Sobic.004G168500	0.895802763448386
Sobic.005G104500	0.895775521546696
Sobic.003G387100	0.895757232509808
Sobic.008G153000	0.895659784803057
Sobic.010G025850	0.895628906550631
Sobic.001G105500	0.895587916103827
Sobic.004G316800	0.89548509433916
Sobic.006G017000	0.895415260406595
Sobic.008G165100	0.895314755805536
Sobic.007G044100	0.895233823690393
Sobic.003G316500	0.895223147798207
Sobic.004G024600	0.895120379056702
Sobic.010G278800	0.895088674088336
Sobic.010G145800	0.8950065621299
Sobic.003G015900	0.894946912040452
Sobic.004G219900	0.894892107189031
Sobic.001G478800	0.894864907356479
Sobic.001G308400	0.894818098403655
Sobic.006G058100	0.894658003670494
Sobic.009G049400	0.894656687499952
Sobic.010G230500	0.894628452612402
Sobic.007G176200	0.894626444356922
Sobic.003G186000	0.894606247338415
Sobic.001G065100	0.894589448201146
Sobic.009G170200	0.894449630750505
Sobic.010G249200	0.89444381205621
Sobic.001G434400	0.894418215193043
Sobic.001G296400	0.894372164716972
Sobic.001G163400	0.894350901532261
Sobic.001G026500	0.894296593660773
Sobic.007G165600	0.894267477076088
Sobic.004G307100	0.894257162040527
Sobic.003G303900	0.894105514349661
Sobic.010G101800	0.89409290307077
Sobic.010G002100	0.894074329656835
Sobic.002G411600	0.893879663666143
Sobic.006G012700	0.893782831156334
Sobic.001G208900	0.893771767295295
Sobic.008G065800	0.893729899652052
Sobic.001G413500	0.893513980696061
Sobic.006G261800	0.893471204978156
Sobic.001G049400	0.893428883592646
Sobic.004G356900	0.89340575092364
Sobic.007G159900	0.893296756960072
Sobic.001G296500	0.89329647141928
Sobic.008G131800	0.893201186106529
Sobic.003G155300	0.893161021466938
Sobic.007G207000	0.89312889493508
Sobic.007G077400	0.89312807640146
Sobic.004G064300	0.893118305527215
Sobic.003G308700	0.893087355633573
Sobic.004G210101	0.893022824377506
Sobic.001G276300	0.892941455770793
Sobic.004G202600	0.892914826060935
Sobic.002G313300	0.892771050521951
Sobic.002G380500	0.892733044599729
Sobic.002G193300	0.892651050016349
Sobic.009G142000	0.892602780051951
Sobic.004G091200	0.892573223699077
Sobic.001G395400	0.892561796183567
Sobic.009G129000	0.892354759549621
Sobic.009G212400	0.892311221152177
Sobic.001G540400	0.892248617855617
Sobic.002G246400	0.892211400001304
Sobic.002G383700	0.892023712085977
Sobic.009G244700	0.892010613400788
Sobic.003G268300	0.891961211090254
Sobic.003G274200	0.891865551157184
Sobic.002G408800	0.891757915614336
Sobic.001G053800	0.891662239757297
Sobic.007G136800	0.891604885496779
Sobic.004G272800	0.891591031952513
Sobic.004G116100	0.891572191357357
Sobic.006G279200	0.891490177120732
Sobic.004G327300	0.891486283704311
Sobic.002G325300	0.891461890715553
Sobic.009G093200	0.891375525274169
Sobic.005G166100	0.89121054517581
Sobic.004G240500	0.891204940955718
Sobic.003G172300	0.891110510219292
Sobic.008G088200	0.891062447287255
Sobic.003G155900	0.890908763163605
Sobic.001G543200	0.890862966438359
Sobic.004G204500	0.890774011423015
Sobic.001G014100	0.890730715920182
Sobic.004G026700	0.890339580314674
Sobic.002G405900	0.890259949366704
Sobic.003G237400	0.890253097356525
Sobic.002G200000	0.890194238279641
Sobic.004G336000	0.890055589480002
Sobic.010G085200	0.889824002737751
Sobic.001G526300	0.889682908702761
Sobic.001G178300	0.889594711680731
Sobic.010G070600	0.889396468907495
Sobic.001G151400	0.889371580029036
Sobic.001G289800	0.88932359668581
Sobic.009G238300	0.889259146561015
Sobic.001G154900	0.889107778374059
Sobic.004G004300	0.888993441471771
Sobic.009G083800	0.888987575557517
Sobic.003G388100	0.888976549908372
Sobic.007G043500	0.888834526246049
Sobic.004G140600	0.888793708846345
Sobic.006G039800	0.888694010250012
Sobic.003G445400	0.888605623615834
Sobic.001G076500	0.888495354059044
Sobic.001G495000	0.888494320745889
Sobic.002G088700	0.888478421615895
Sobic.001G258200	0.888465546287666
Sobic.010G236200	0.888441687952319
Sobic.001G063700	0.888400301383526
Sobic.004G330700	0.888388561900712
Sobic.010G151900	0.888353463240608
Sobic.007G111600	0.888343047002523
Sobic.003G052700	0.888335856116652
Sobic.010G000700	0.888195795124399
Sobic.001G286200	0.888142738681846
Sobic.004G183800	0.8881117749131
Sobic.002G237700	0.888064807862393
Sobic.002G119600	0.888019749500928
Sobic.001G122000	0.887901870654918
Sobic.002G371500	0.887800391732203
Sobic.001G413900	0.887757442161608
Sobic.002G272500	0.887727728641065
Sobic.007G161200	0.887715757312926
Sobic.003G030800	0.887681653877092
Sobic.001G073600	0.887675328804573
Sobic.004G181900	0.887614997676629
Sobic.002G383600	0.88759846259817
Sobic.010G126000	0.887594120623919
Sobic.010G208000	0.88758616612486
Sobic.003G093900	0.887583376736819
Sobic.006G142600	0.887422170090426
Sobic.003G408600	0.887370774267072
Sobic.002G275700	0.887345540803386
Sobic.010G028800	0.887290761051767
Sobic.003G338000	0.887232890224659
Sobic.007G137900	0.887177283450077
Sobic.010G266900	0.887173243699339
Sobic.006G131500	0.887166378187874
Sobic.006G222500	0.887073612175788
Sobic.001G430800	0.887073065175149
Sobic.001G016600	0.887055003159795
Sobic.007G225000	0.887046671427613
Sobic.006G049100	0.887028937736446
Sobic.010G139600	0.887004327895101
Sobic.003G418200	0.88694813201947
Sobic.006G091100	0.886944254127451
Sobic.003G102500	0.886775711316328
Sobic.002G198200	0.88663791682106
Sobic.003G401500	0.886552271479419
Sobic.005G084900	0.886401422310024
Sobic.001G226700	0.886388740706527
Sobic.001G116000	0.886368438050026
Sobic.003G273500	0.886227389609026
Sobic.009G049300	0.886207600156173
Sobic.010G088300	0.886199714163821
Sobic.010G028501	0.886154591964116
Sobic.001G087600	0.886116590194828
Sobic.003G037900	0.88598878673631
Sobic.002G076100	0.885905386583387
Sobic.010G247800	0.885834039544198
Sobic.007G103600	0.885788119747072
Sobic.008G192800	0.8855945711446
Sobic.010G184100	0.885593753696563
Sobic.006G008800	0.885560338990389
Sobic.004G313300	0.885470209223372
Sobic.010G000800	0.885467744633315
Sobic.009G083200	0.885437011443645
Sobic.010G044800	0.885352052207167
Sobic.008G085300	0.885349961990103
Sobic.006G160100	0.885303016667075
Sobic.006G114500	0.88525510058918
Sobic.008G127500	0.885251224887614
Sobic.007G130400	0.885242459527705
Sobic.005G143500	0.885240633228717
Sobic.009G119000	0.885227589758602
Sobic.001G193700	0.885159240871016
Sobic.002G181600	0.885140815426042
Sobic.010G232600	0.885076631591131
Sobic.003G393900	0.885073100099648
Sobic.002G056000	0.885068673212007
Sobic.002G315200	0.885016819678717
Sobic.010G021500	0.884983870775438
Sobic.009G104700	0.884908466282195
Sobic.001G158500	0.884750384921617
Sobic.004G240400	0.884611917286037
Sobic.001G178800	0.884553068315409
Sobic.007G052900	0.884520471219881
Sobic.005G001000	0.884490890468353
Sobic.003G302200	0.884460034386019
Sobic.006G040500	0.884448820921502
Sobic.001G407200	0.884372506560873
Sobic.001G153400	0.884301865149675
Sobic.010G248700	0.884289622050857
Sobic.004G204800	0.884191214688484
Sobic.003G298100	0.884153285975257
Sobic.001G027600	0.884152831947939
Sobic.010G039800	0.884112399409483
Sobic.009G004300	0.884076248547078
Sobic.004G345100	0.88382143643759
Sobic.009G121100	0.883770153040359
Sobic.002G304100	0.883662139987706
Sobic.003G346000	0.883490027023358
Sobic.002G206800	0.883336478416824
Sobic.004G321100	0.8833081766016
Sobic.001G441400	0.883291785323558
Sobic.006G125500	0.883276571548681
Sobic.002G180400	0.883235958378741
Sobic.001G233400	0.883172405073221
Sobic.010G088000	0.88306025523371
Sobic.004G202700	0.883014750241204
Sobic.009G085500	0.882997099012164
Sobic.003G113200	0.882988443947798
Sobic.004G018800	0.882905414949049
Sobic.004G300000	0.882878275086355
Sobic.004G158200	0.882802177407302
Sobic.009G170400	0.882787036456178
Sobic.001G512800	0.882692172343429
Sobic.004G001900	0.882669637616526
Sobic.009G178200	0.882656671062925
Sobic.003G101850	0.882645344894787
Sobic.010G269200	0.88250548626653
Sobic.001G072700	0.882484606837484
Sobic.006G278200	0.882347740383112
Sobic.001G013600	0.882315569972245
Sobic.001G117300	0.882295890659025
Sobic.004G209600	0.882246241753451
Sobic.002G042600	0.882193219981151
Sobic.001G196500	0.882056974498513
Sobic.006G208500	0.881938516926075
Sobic.001G119300	0.881852543677225
Sobic.006G055400	0.881844043813481
Sobic.004G060600	0.881821711857116
Sobic.001G146100	0.88180913242077
Sobic.003G027600	0.881795839965634
Sobic.007G062800	0.881718329924559
Sobic.006G142775	0.881669870630512
Sobic.002G424500	0.881654592295063
Sobic.010G073500	0.881589323762325
Sobic.004G264400	0.881583612306372
Sobic.001G090400	0.881512473607453
Sobic.010G185500	0.881511764385544
Sobic.008G151500	0.881377786616027
Sobic.001G093900	0.881355114039456
Sobic.003G107500	0.881272120962378
Sobic.009G219900	0.881259279176926
Sobic.010G056000	0.881238361328711
Sobic.002G218500	0.881232545464627
Sobic.002G362800	0.881219652335573
Sobic.008G046500	0.881177654412321
Sobic.004G336200	0.881123563507578
Sobic.003G221500	0.88109798005927
Sobic.008G047700	0.881040322389185
Sobic.002G243200	0.881020537689352
Sobic.003G213400	0.881012046215608
Sobic.003G368300	0.881008229912798
Sobic.009G101400	0.881006047950674
Sobic.007G217000	0.880990101240295
Sobic.001G396000	0.880952736845213
Sobic.001G289600	0.880949066626114
Sobic.003G394200	0.880837884628862
Sobic.009G230700	0.880821991661305
Sobic.005G061900	0.880702074857635
Sobic.002G185900	0.880644107689829
Sobic.006G112100	0.880558770308754
Sobic.002G363800	0.880523972380705
Sobic.001G489700	0.880490308884618
Sobic.008G096100	0.880460229147
Sobic.001G454500	0.880393353775075
Sobic.001G287600	0.880383867508132
Sobic.004G301900	0.880355427870749
Sobic.007G208000	0.880320104843072
Sobic.006G066000	0.880252282569094
Sobic.010G143800	0.880240083948864
Sobic.010G044200	0.880202145539753
Sobic.010G217100	0.88019914675112
Sobic.001G017900	0.880103598312077
Sobic.001G205900	0.880072307206213
Sobic.001G083900	0.879982630402839
Sobic.006G165000	0.879979246778242
Sobic.004G115350	0.879878339725202
Sobic.003G099300	0.879858688740565
Sobic.001G445100	0.8798292949321
Sobic.009G223600	0.879791253025774
Sobic.006G011200	0.879742706491377
Sobic.007G118600	0.879684721079583
Sobic.009G158100	0.879648888687179
Sobic.001G527100	0.879636527690731
Sobic.007G216900	0.879619558330617
Sobic.004G004600	0.879571921742173
Sobic.003G403400	0.879543474322534
Sobic.004G299000	0.87952455218599
Sobic.006G204000	0.87949486188155
Sobic.001G356500	0.879493029899039
Sobic.008G161000	0.879344723555182
Sobic.009G232700	0.879274951446725
Sobic.002G347700	0.879274217056391
Sobic.003G138500	0.879268316594818
Sobic.006G026250	0.87922572989323
Sobic.001G322900	0.879210251701964
Sobic.001G400500	0.879173458539823
Sobic.007G060000	0.879025031953245
Sobic.001G194200	0.879021614401905
Sobic.008G092532	0.879012990818812
Sobic.001G539400	0.879012194105549
Sobic.002G262600	0.878985633495507
Sobic.010G265800	0.878975321681753
Sobic.007G161800	0.878910189024166
Sobic.001G449400	0.878708570147419
Sobic.004G123000	0.878704958189146
Sobic.004G149800	0.878672302874281
Sobic.001G085900	0.87861271230171
Sobic.004G275000	0.878582937201434
Sobic.003G193500	0.878433999282242
Sobic.007G191700	0.878381118491215
Sobic.009G118900	0.878377423775737
Sobic.007G053800	0.878371737680247
Sobic.003G247500	0.878361984427643
Sobic.006G058900	0.878266631442177
Sobic.003G089000	0.878241975161269
Sobic.005G228000	0.878134524509707
Sobic.001G542300	0.878092040666476
Sobic.007G225800	0.878018226724006
Sobic.001G308200	0.877961665409035
Sobic.001G527000	0.877949823673049
Sobic.004G246900	0.877901501034056
Sobic.001G434500	0.877893570287707
Sobic.003G229300	0.877865512454967
Sobic.010G157800	0.877712705340458
Sobic.003G440400	0.877678614433607
Sobic.010G000200	0.877673257219694
Sobic.007G104800	0.877595006185562
Sobic.001G154300	0.877560874734159
Sobic.004G317300	0.877411055871421
Sobic.007G092700	0.877353130201047
Sobic.004G040000	0.877305966685809
Sobic.005G007700	0.877213820752782
Sobic.009G249700	0.877210105644141
Sobic.002G256500	0.87717547512222
Sobic.006G179800	0.877162940644525
Sobic.006G176800	0.877140599207066
Sobic.003G196300	0.877090860445222
Sobic.001G005600	0.877048258434271
Sobic.001G507400	0.876982269981043
Sobic.002G300700	0.87693922821302
Sobic.001G201400	0.87689953651373
Sobic.006G030100	0.876867273391906
Sobic.007G118200	0.876844447147423
Sobic.008G104200	0.876820939323498
Sobic.003G340600	0.876805407818733
Sobic.006G099800	0.876789396450834
Sobic.006G116300	0.876613540664136
Sobic.002G385900	0.87658540689736
Sobic.002G431300	0.876528241948306
Sobic.003G016500	0.876457702916584
Sobic.003G194500	0.876397761864334
Sobic.009G091850	0.876369849260724
Sobic.005G127100	0.876293541453121
Sobic.001G325700	0.876285893289188
Sobic.001G216701	0.876271890453272
Sobic.010G053800	0.876258222055131
Sobic.008G017800	0.876240912402249
Sobic.004G018100	0.876239849212364
