locusID	baseMean	log2FoldChange	lfcSE	pvalue	padj
Sobic.004G281300	358.682705605066	1.32496545600215	0.272635754062709	4.1025821981521e-07	2.39833855937699e-06
Sobic.004G282000	34.462864493549	1.31638137572855	0.288060551379421	2.17219435425095e-06	1.13050221215485e-05
Sobic.004G282400	36.5119680529877	1.09136787136737	0.388249165410639	0.00233794002843605	0.00638024376205681
Sobic.004G283400	22.1184584624217	3.0899338025683	0.518373679515587	3.97432675926413e-10	3.52698381552517e-09
Sobic.004G284001	122.373057338847	0.782318403083926	0.227144395211268	0.000372775226666114	0.00123718459820735
Sobic.004G284200	156.390867237402	7.93946140911693	0.699467054822949	5.91734238999968e-29	2.59799573209419e-27
Sobic.004G284600	38.6638738932658	1.8267300774751	0.373334838907203	3.15778768123517e-07	1.87459111911279e-06
Sobic.004G284900	31.2409001129039	1.77104223869038	0.361213424241009	2.24744281712564e-07	1.36494435877961e-06
Sobic.004G285000	86.9136932741262	0.530805487864676	0.189523576621685	0.00421927248921076	0.0107619812819352
Sobic.004G285800	653.224016030096	3.11999130119225	0.176924252607274	1.72219956718462e-70	4.53503984534898e-68
Sobic.004G286200	10.4477526954282	1.38421356197849	0.564050387829883	0.00423181391176451	0.0107892908735927
Sobic.004G287100	16.5321001567087	1.28027693982648	0.490890960495712	0.00281548576962715	0.00753887015230411
Sobic.004G287800	63.6193008287401	1.27228345930167	0.279663479834825	2.13192887367073e-06	1.11217093785254e-05
Sobic.004G287900	16.7036484337492	1.84495870563637	0.463464067934082	1.45509706980016e-05	6.54237451643329e-05
Sobic.004G288300	40.3434251567859	4.96857534407619	0.572787731838066	1.49142666806775e-18	3.00722750911078e-17
Sobic.004G289400	54.8275787503342	1.26522488234994	0.267608924271316	9.55732989208084e-07	5.24320424113903e-06
Sobic.004G289500	37.5756052443831	1.5395103893525	0.370276965174503	8.51235131586682e-06	3.99423974111272e-05
Sobic.004G290000	684.693580184331	0.591056801720533	0.144895454669491	3.5368611686763e-05	0.00014630912449931
Sobic.004G291800	39.2108550987402	1.60907267008483	0.296501951098771	1.74494755747037e-08	1.23638995005822e-07
Sobic.004G293000	32.5617134482821	1.93624702072872	0.419286021359934	8.38325484562333e-07	4.64382308450023e-06
Sobic.004G293500	315.960285634936	1.80372483073968	0.414173020879068	2.56786250064774e-06	1.32122479145314e-05
Sobic.004G294900	75.213908654654	1.00666499359431	0.294039117724504	0.00029071942449686	0.00098694685518532
Sobic.004G296000	47.9892216966658	3.03518150862968	0.394296699474722	6.41314534180269e-15	9.32019137276976e-14
Sobic.004G296200	250.87225625044	0.631244383870252	0.267968863767893	0.0135196434270026	0.0298644132944294
Sobic.004G297500	193.505546971806	1.68917101357986	0.261933631922094	2.65471978725191e-11	2.69334222003941e-10
Sobic.004G297600	229.029250943771	0.580151387596423	0.225930423753068	0.00783301956745288	0.0185351346873084
Sobic.004G299300	32.7523613733069	1.02299723256333	0.322613003641692	0.000706558801605246	0.0021942997600284
Sobic.004G301000	27.078486753996	3.73962363375048	0.709836866043054	6.29240262704418e-08	4.15326822106025e-07
Sobic.004G301400	87.3107283841502	0.601558573172228	0.274725452826619	0.0218677418863756	0.0453470345676217
Sobic.004G302150	414.060824441417	2.22115527990604	0.313811060867023	2.58527485456081e-13	3.2008424041415e-12
Sobic.004G303100	35.8048248815106	2.08729676146799	0.377424278183339	6.97861222915749e-09	5.22152907375002e-08
Sobic.004G303900	4.41081505619827	2.66441566662293	1.68243528367801	0.00643559678353444	0.0156005021848789
Sobic.004G305100	28.9463603334227	1.66864737677789	0.344902657054288	4.07059308891371e-07	2.38517017162752e-06
Sobic.004G305700	178.679537635525	1.26973979364814	0.213184324124472	9.95217376577417e-10	8.35726805090689e-09
Sobic.004G307100	848.55072810308	0.626768782460859	0.197081220695118	0.00110423650609463	0.00328035774996253
Sobic.004G307500	144.267187719518	0.796505648634304	0.223419066633737	0.000234348535529966	0.00081293967997546
Sobic.004G307600	38.7372225779549	0.931242871323015	0.281584610168727	0.00051273144224292	0.00164445025186181
Sobic.004G309500	1247.63014941949	2.27163943454376	0.197718636050195	2.40685675822288e-31	1.24528368871925e-29
Sobic.004G310100	63.0882939370022	1.24723606215222	0.395965322423914	0.000494193530441497	0.00159149161925933
Sobic.004G310900	103.62851980514	0.611203538407404	0.196774586002434	0.00142121418170997	0.00410922350178777
Sobic.004G311000	8.99403165394403	2.86837086711894	1.13756562713415	0.00152089868214883	0.00436099714759496
Sobic.004G312000	4.23518734183742	5.26582759847982	2.45929206261676	0.000144281132158747	0.000525397732647426
Sobic.004G312100	22.7830390391737	1.26369777971005	0.411271852205921	0.000799157768874901	0.00245807889056135
Sobic.004G313500	14.4066701098576	1.8898209779645	0.523526694290465	5.95911673878846e-05	0.000235581219898686
Sobic.004G314500	130.56243366351	0.952625603633926	0.198401808153027	8.35016083617728e-07	4.6269437070564e-06
Sobic.004G314800	380.483275289333	3.54491114872941	0.300569918592339	4.73851752880085e-33	2.70555549387163e-31
Sobic.004G315100	573.54418532724	2.99806566822149	0.341427864848997	1.36642252389491e-19	3.01347407363473e-18
Sobic.004G315400	57.865112149291	0.750902026350707	0.278155956347455	0.00449067167644678	0.0113674431505234
Sobic.004G315500	154.437695947892	1.41600311609872	0.182701934039009	4.61459728323803e-15	6.80161569491801e-14
Sobic.004G317900	470.403326771546	0.878266236334784	0.404435443066227	0.0157026892317439	0.0340263505423309
Sobic.004G319800	54.712036541885	3.48651483138337	0.414185568038929	5.75419800968199e-18	1.09045451648571e-16
Sobic.004G320500	138.494519250353	0.732606893173423	0.199698262006716	0.000171822410329142	0.000615025925225614
Sobic.004G321700	51.7422103798813	0.615568506620761	0.276379122946215	0.0190543235600124	0.0402508896754428
Sobic.004G322200	889.502232691736	0.945261938718046	0.260283928973635	0.000161109305639767	0.000580803326400164
Sobic.004G322300	57.6192212159817	1.23817762695229	0.275716366394474	3.22980962981166e-06	1.64028587503647e-05
Sobic.004G325200	168.450585593491	2.52530664962039	0.313863313086869	1.31055481924456e-16	2.20210654056493e-15
Sobic.004G326600	526.260359010501	1.12381698802578	0.184330422151374	4.60839414027306e-10	4.05515699834602e-09
Sobic.004G328400	1286.26740211602	1.1344291267742	0.182150328417526	2.06318137114242e-10	1.90181342377564e-09
